Row #,Taxon Order,Category,Common Name,Scientific Name,Count,Location,S/P,Date,LocID,SubID,Exotic,Countable
43,24716,species,Eurasian Blackcap,Sylvia atricapilla,1,"TR (36.658, 28.853)",TR-48,13 Sep 2023,L27062928,S149762975,,1
44,10022,species,European Bee-eater,Merops apiaster,10,"TR (36.658, 28.853)",TR-48,13 Sep 2023,L27062928,S149762975,,1
45,9547,species,Common Kingfisher,Alcedo atthis,1,"TR (36.658, 28.853)",TR-48,13 Sep 2023,L27062928,S149762975,,1
46,24753,species,Lesser Whitethroat,Curruca curruca,1,"TR (36.64, 28.854)",TR-48,12 Sep 2023,L27062931,S149762974,,1
47,21450,species,Coal Tit,Periparus ater,4,"TR (36.64, 28.854)",TR-48,12 Sep 2023,L27062931,S149762974,,1
48,31293,species,Common Chaffinch,Fringilla coelebs,11,"Muğla, TR (36.643, 28.89)",TR-48,11 Sep 2023,L27037870,S149642358,,1
49,27860,species,Eurasian Blackbird,Turdus merula,3,"Muğla, TR (36.643, 28.89)",TR-48,11 Sep 2023,L27037870,S149642358,,1
50,26380,species,Krüper's Nuthatch,Sitta krueperi,1,"Muğla, TR (36.643, 28.89)",TR-48,11 Sep 2023,L27037870,S149642358,,1
51,21611,species,Eurasian Blue Tit,Cyanistes caeruleus,4,"Muğla, TR (36.643, 28.89)",TR-48,11 Sep 2023,L27037870,S149642358,,1
52,10952,species,Middle Spotted Woodpecker,Dendrocoptes medius,2,"Muğla, TR (36.643, 28.89)",TR-48,11 Sep 2023,L27037870,S149642358,,1
53,26385,species,Western Rock Nuthatch,Sitta neumayer,2,"TR (36,634, 28,87)",TR-48,10 Sep 2023,L27037129,S149602700,,1
54,20835,species,Eurasian Jay,Garrulus glandarius,1,"TR (36,634, 28,87)",TR-48,10 Sep 2023,L27037129,S149602700,,1
55,28925,species,Red-breasted Flycatcher,Ficedula parva,1,Gülhane Parkı,TR-34,06 Sep 2023,L1523741,S149642357,,1
56,28196,species,Spotted Flycatcher,Muscicapa striata,1,Gülhane Parkı,TR-34,06 Sep 2023,L1523741,S149642357,,1
57,27278,species,Common Myna,Acridotheres tristis,11,Gülhane Parkı,TR-34,06 Sep 2023,L1523741,S149642357,N,1
58,24307,species,Willow Warbler,Phylloscopus trochilus,2,Gülhane Parkı,TR-34,06 Sep 2023,L1523741,S149642357,,1
59,21672,species,Great Tit,Parus major,1,Gülhane Parkı,TR-34,06 Sep 2023,L1523741,S149642357,,1
60,21010,species,Eurasian Jackdaw,Corvus monedula,2,Gülhane Parkı,TR-34,06 Sep 2023,L1523741,S149642357,,1
61,12012,species,Alexandrine Parakeet,Psittacula eupatria,3,Gülhane Parkı,TR-34,06 Sep 2023,L1523741,S149642357,N,1
62,11056,species,Syrian Woodpecker,Dendrocopos syriacus,1,Gülhane Parkı,TR-34,06 Sep 2023,L1523741,S149642357,,1
63,12019,species,Rose-ringed Parakeet,Psittacula krameri,4,Galata Kulesi,TR-34,05 Sep 2023,L2102744,S149642356,N,1
64,4024,species,Alpine Swift,Apus melba,15,Galata Kulesi,TR-34,05 Sep 2023,L2102744,S149642356,,1
65,2070,species,Laughing Dove,Spilopelia senegalensis,3,Galata Kulesi,TR-34,05 Sep 2023,L2102744,S149642356,,1
66,30886,species,House Sparrow,Passer domesticus,15,Bahariye Adaları,TR-34,05 Sep 2023,L9643571,S149642355,,1
67,21076,species,Hooded Crow,Corvus cornix,7,Bahariye Adaları,TR-34,05 Sep 2023,L9643571,S149642355,,1
68,20963,species,Eurasian Magpie,Pica pica,2,Bahariye Adaları,TR-34,05 Sep 2023,L9643571,S149642355,,1
69,7299,species,Gray Heron,Ardea cinerea,5,Bahariye Adaları,TR-34,05 Sep 2023,L9643571,S149642355,,1
70,7159,species,Great Cormorant,Phalacrocorax carbo,12,Bahariye Adaları,TR-34,05 Sep 2023,L9643571,S149642355,,1
71,7149,species,Pygmy Cormorant,Microcarbo pygmaeus,7,Bahariye Adaları,TR-34,05 Sep 2023,L9643571,S149642355,,1
72,6449,species,Yellow-legged Gull,Larus michahellis,12,Bahariye Adaları,TR-34,05 Sep 2023,L9643571,S149642355,,1
73,5405,species,Eurasian Coot,Fulica atra,6,Bahariye Adaları,TR-34,05 Sep 2023,L9643571,S149642355,,1
74,475,species,Eurasian Wigeon,Mareca penelope,2,Bahariye Adaları,TR-34,05 Sep 2023,L9643571,S149642355,,1
76,17011,species,Sulphur-bellied Flycatcher,Myiodynastes luteiventris,3,Cave Creek Canyon--South Fork,US-AZ,20 Aug 2023,L129099,S147729241,,1
77,33917,species,Painted Bunting,Passerina ciris,2,Paradise--George Walker House,US-AZ,19 Aug 2023,L320213,S147660246,,1
78,4846,species,White-eared Hummingbird,Basilinna leucotis,1,Paradise--George Walker House,US-AZ,19 Aug 2023,L320213,S147660246,,1
79,21586,species,Mexican Chickadee,Poecile sclateri,2,Pinery Canyon,US-AZ,19 Aug 2023,L129056,S147660148,,1
80,18736,species,Hutton's Vireo,Vireo huttoni,1,Pinery Canyon,US-AZ,19 Aug 2023,L129056,S147660148,,1
81,16565,species,Buff-breasted Flycatcher,Empidonax fulvifrons,1,Pinery Canyon,US-AZ,19 Aug 2023,L129056,S147660148,,1
82,6133,species,Lesser Yellowlegs,Tringa flavipes,,Willcox--Lake Cochise and Twin Lakes Golf Course,US-AZ,18 Aug 2023,L266875,S147660151,,1
83,6110,species,Wilson's Phalarope,Phalaropus tricolor,,Willcox--Lake Cochise and Twin Lakes Golf Course,US-AZ,18 Aug 2023,L266875,S147660151,,1
84,7850,species,Mississippi Kite,Ictinia mississippiensis,2,Paton Center for Hummingbirds (Patons' Yard),US-AZ,13 Aug 2023,L247122,S147202090,,1
85,15664,species,Rose-throated Becard,Pachyramphus aglaiae,2,De Anza Trail--Tubac,US-AZ,25 Jun 2023,L234314,S142697819,,1
86,16469,species,Greater Pewee,Contopus pertinax,1,Mt. Lemmon--Marshall Gulch,US-AZ,19 May 2023,L267654,S138438114,,1
87,30052,species,Olive Warbler,Peucedramus taeniatus,2,Mt. Lemmon--upper,US-AZ,19 May 2023,L127970,S138438113,,1
88,423,species,Wood Duck,Aix sponsa,2,Reid Park,US-AZ,19 Mar 2023,L227274,S131317633,,1
89,31227,species,American Pipit,Anthus rubescens,,Whitewater Draw WA,US-AZ,04 Feb 2023,L168765,S127713267,,1
90,8336,species,Barn Owl,Tyto alba,,Whitewater Draw WA,US-AZ,04 Feb 2023,L168765,S127713267,,1
91,6045,species,Western Sandpiper,Calidris mauri,,Whitewater Draw WA,US-AZ,04 Feb 2023,L168765,S127713267,,1
92,6035,species,Least Sandpiper,Calidris minutilla,,Whitewater Draw WA,US-AZ,04 Feb 2023,L168765,S127713267,,1
93,256,species,Ross's Goose,Anser rossii,,Whitewater Draw WA,US-AZ,04 Feb 2023,L168765,S127713267,,1
94,6086,species,Wilson's Snipe,Gallinago delicata,2,"Vía sin nombre, Sonora, MX (32.046, -114.914)",MX-SON,05 Jan 2023,L22086095,S125499348,,1
95,689,species,Bufflehead,Bucephala albeola,15,"Vía sin nombre, Sonora, MX (32.046, -114.914)",MX-SON,05 Jan 2023,L22086095,S125499348,,1
96,468,species,Gadwall,Mareca strepera,29,"Vía sin nombre, Sonora, MX (32.046, -114.914)",MX-SON,05 Jan 2023,L22086095,S125499348,,1
97,8845,species,Burrowing Owl,Athene cunicularia,1,"Baja California 4, Baja California, MX (32.238, -115.231)",MX-BCN,05 Jan 2023,L22086106,S125499394,,1
98,7370,species,Cattle Egret,Bubulcus ibis,7,"Baja California 4, Baja California, MX (32.255, -115.267)",MX-BCN,05 Jan 2023,L22086116,S125499434,,1
99,700,species,Hooded Merganser,Lophodytes cucullatus,7,Campo Mosqueda--Camino Entrada,MX-BCN,05 Jan 2023,L1049120,S125499967,,1
100,6437,species,California Gull,Larus californicus,5,Laguna Percebu,MX-BCN,04 Jan 2023,L1364818,S125500002,,1
101,5737,species,Black-bellied Plover,Pluvialis squatarola,1,Laguna Percebu,MX-BCN,04 Jan 2023,L1364818,S125500002,,1
102,6368,species,Bonaparte's Gull,Chroicocephalus philadelphia,1,Estero Guerrero Negro (Baja California),MX-BCN,03 Jan 2023,L1071004,S125500477,,1
103,6054,species,Long-billed Dowitcher,Limnodromus scolopaceus,7,Estero Guerrero Negro (Baja California),MX-BCN,03 Jan 2023,L1071004,S125500477,,1
104,291,species,Brant,Branta bernicla,100,Estero Guerrero Negro (Baja California),MX-BCN,03 Jan 2023,L1071004,S125500477,,1
105,617,species,Redhead,Aythya americana,70,Playa de Requeson,MX-BCS,02 Jan 2023,L1100000,S125245432,,1
106,1807,species,Least Grebe,Tachybaptus dominicus,1,Reserva Ecológica Estero de San José del Cabo,MX-BCS,31 Dec 2022,L277480,S124978257,,1
107,451,species,Cinnamon Teal,Spatula cyanoptera,3,Reserva Ecológica Estero de San José del Cabo,MX-BCS,31 Dec 2022,L277480,S124978257,,1
108,32674,species,California Towhee,Melozone crissalis,2,"Baja California Sur, MX (23.561, -109.871)",MX-BCS,29 Dec 2022,L21961646,S124853278,,1
109,11586,species,Gilded Flicker,Colaptes chrysoides,1,"Baja California Sur, MX (23.561, -109.871)",MX-BCS,29 Dec 2022,L21961646,S124853278,,1
110,6396,species,Laughing Gull,Leucophaeus atricilla,1,"Baja California Sur Ciudad Insurgentes - Puerto Adolfo López Mateos, Adolfo López Mateos, Baja California Sur, MX (25.194, -112.124)",MX-BCS,27 Dec 2022,L21935264,S124723351,,1
111,6126,species,Greater Yellowlegs,Tringa melanoleuca,14,"Vía sin nombre, Baja California Sur, MX (25.546, -111.145)",MX-BCS,27 Dec 2022,L21935298,S124723538,,1
112,26560,species,California Gnatcatcher,Polioptila californica,4,"Baja California Sur, MX (25.524, -111.078)",MX-BCS,26 Dec 2022,L21925026,S124673112,,1
113,16542,species,Gray Flycatcher,Empidonax wrightii,1,Playa Santispac,MX-BCS,25 Dec 2022,L473111,S124587635,,1
114,33340,species,Belding's Yellowthroat,Geothlypis beldingi,2,Oasis San Ignacio,MX-BCS,24 Dec 2022,L354664,S124673237,,1
115,7384,species,Green Heron,Butorides virescens,2,Oasis San Ignacio,MX-BCS,24 Dec 2022,L354664,S124673237,,1
116,4850,species,Xantus's Hummingbird,Basilinna xantusii,1,Oasis San Ignacio,MX-BCS,24 Dec 2022,L354664,S124673237,,1
117,267,species,Greater White-fronted Goose,Anser albifrons,25,Oasis San Ignacio,MX-BCS,23 Dec 2022,L354664,S124717063,,1
118,5835,species,Wilson's Plover,Charadrius wilsonia,2,Campo Archelon,MX-BCN,22 Dec 2022,L2287646,S124431612,,1
119,5830,species,Snowy Plover,Charadrius nivosus,2,Campo Archelon,MX-BCN,22 Dec 2022,L2287646,S124431612,,1
120,716,species,Red-breasted Merganser,Mergus serrator,33,Campo Archelon,MX-BCN,22 Dec 2022,L2287646,S124431612,,1
121,27465,species,Gray Thrasher,Toxostoma cinereum,,Campo Archelon,MX-BCN,21 Dec 2022,L2287646,S124431611,,1
122,477,species,American Wigeon,Mareca americana,,Río Colorado--Carretera 4,MX-BCN,20 Dec 2022,L2065614,S124432211,,1
123,6440,species,Herring Gull,Larus argentatus,,El Golfo de Santa Clara (pueblo),MX-SON,20 Dec 2022,L459791,S124327489,,1
124,32236,species,Rufous-winged Sparrow,Peucaea carpalis,5,Home,US-AZ,08 Oct 2022,L12260655,S120284318,,1
125,26546,species,Blue-gray Gnatcatcher,Polioptila caerulea,5,Home,US-AZ,08 Oct 2022,L12260655,S120284318,,1
128,11805,species,Prairie Falcon,Falco mexicanus,1,Portal--Willow Tank,US-AZ,02 Oct 2022,L129123,S119887929,,1
130,4760,species,Calliope Hummingbird,Selasphorus calliope,1,"Portal, AZ private yard (not open to the public)",US-AZ,01 Oct 2022,L9145680,S119855525,,1
131,3578,species,Common Poorwill,Phalaenoptilus nuttallii,3,"Portal, AZ private yard (not open to the public)",US-AZ,01 Oct 2022,L9145680,S119855525,,1
132,8926,species,Spotted Owl,Strix occidentalis,2,Pinery Canyon,US-AZ,01 Oct 2022,L129056,S119887881,,1
133,31835,species,Red Crossbill,Loxia curvirostra,1,Mt. Lemmon--upper,US-AZ,26 Aug 2022,L127970,S117699732,,1
134,22065,species,Horned Lark,Eremophila alpestris,,Vermilion Cliffs--Condor Viewing Site,US-AZ,06 Aug 2022,L835068,S116448028,,1
135,20765,species,Pinyon Jay,Gymnorhinus cyanocephalus,,Vermilion Cliffs--Condor Viewing Site,US-AZ,06 Aug 2022,L835068,S116448028,,1
136,7543,species,California Condor,Gymnogyps californianus,6,Vermilion Cliffs--Condor Viewing Site,US-AZ,06 Aug 2022,L835068,S116448028,,1
137,33498,species,Grace's Warbler,Setophaga graciae,,"Forest Service Road 248, Fredonia, Arizona, US (36.739, -112.214)",US-AZ,05 Aug 2022,L20437964,S116404785,,1
138,7480,species,White-faced Ibis,Plegadis chihi,,Sage Creek Junction,US-UT,04 Aug 2022,L1167046,S116373968,,1
139,32569,species,Savannah Sparrow,Passerculus sandwichensis,,Yellowstone NP--Hayden Valley--Trout Creek area,US-WY,03 Aug 2022,L3690518,S116373966,,1
140,32333,species,Brewer's Sparrow,Spizella breweri,,Yellowstone NP--Hayden Valley--Trout Creek area,US-WY,03 Aug 2022,L3690518,S116373966,,1
141,450,species,Blue-winged Teal,Spatula discors,,Yellowstone NP--Hayden Valley--Trout Creek area,US-WY,03 Aug 2022,L3690518,S116373966,,1
142,27553,species,Mountain Bluebird,Sialia currucoides,,Yellowstone NP--Old Faithful area,US-WY,02 Aug 2022,L743130,S116373965,,1
143,1827,species,Red-necked Grebe,Podiceps grisegena,,Henrys Lake--North Parking Area,US-ID,01 Aug 2022,L2264460,S116172847,,1
144,23704,species,Cliff Swallow,Petrochelidon pyrrhonota,,"U.s. Forest Service 209, Montana, US (44.901, -111.592)",US-MT,01 Aug 2022,L20387025,S116166096,,1
145,20972,species,Black-billed Magpie,Pica hudsonia,,"Montana 359, Cardwell, Montana, US (45.802, -111.925)",US-MT,01 Aug 2022,L20385583,S116166097,,1
146,32893,species,Western Meadowlark,Sturnella neglecta,,"Montana 69, Whitehall, Montana, US (45.899, -111.956)",US-MT,01 Aug 2022,L20385385,S116448027,,1
147,3482,species,Common Nighthawk,Chordeiles minor,,"Montana 69, Whitehall, Montana, US (45.899, -111.956)",US-MT,01 Aug 2022,L20385385,S116448027,,1
148,8062,species,Northern Goshawk,Accipiter gentilis,,"Unnamed Road, Boulder, Montana, US (46.348, -112.216)",US-MT,31 Jul 2022,L20385421,S116448026,,1
149,1336,species,Spruce Grouse,Canachites canadensis,,"Unnamed Road, Boulder, Montana, US (46.348, -112.217)",US-MT,30 Jul 2022,L20385449,S116448025,,1
150,32542,species,Vesper Sparrow,Pooecetes gramineus,,"Wood Chute Creek Road, Boulder, Montana, US (46.348, -112.178)",US-MT,30 Jul 2022,L20388580,S116172903,,1
151,20980,species,Clark's Nutcracker,Nucifraga columbiana,,"Wood Chute Creek Road, Boulder, Montana, US (46.348, -112.178)",US-MT,30 Jul 2022,L20388580,S116172903,,1
152,31425,species,Evening Grosbeak,Coccothraustes vespertinus,,Auto selected,US-MT,29 Jul 2022,L20385482,S116166098,,1
153,27090,species,American Dipper,Cinclus mexicanus,,"Little North Fork Road, Cataldo, Idaho, US (47.63, -116.305)",US-ID,27 Jul 2022,L20328961,S115911647,,1
154,32891,species,Yellow-headed Blackbird,Xanthocephalus xanthocephalus,,Turnbull NWR,US-WA,27 Jul 2022,L109546,S115911651,,1
155,17042,species,Eastern Kingbird,Tyrannus tyrannus,,Turnbull NWR,US-WA,27 Jul 2022,L109546,S115911651,,1
156,6600,species,Black Tern,Chlidonias niger,,Turnbull NWR,US-WA,27 Jul 2022,L109546,S115911651,,1
157,358,species,Trumpeter Swan,Cygnus buccinator,,Turnbull NWR,US-WA,27 Jul 2022,L109546,S115911651,,1
158,21563,species,Black-capped Chickadee,Poecile atricapillus,,Lincoln Park (Seattle),US-WA,26 Jul 2022,L318691,S115807239,,1
159,11083,species,Downy Woodpecker,Dryobates pubescens,,Lincoln Park (Seattle),US-WA,26 Jul 2022,L318691,S115807239,,1
160,6484,species,Glaucous-winged Gull,Larus glaucescens,,"Seattle, Washington, US (47.518, -122.445)",US-WA,25 Jul 2022,L20295490,S115761764,,1
161,6720,species,Common Loon,Gavia immer,,Bodega Bay--north shore (includes rail ponds),US-CA,25 Jul 2022,L1107853,S115865390,,1
162,6350,species,Tufted Puffin,Fratercula cirrhata,,Cannon Beach,US-OR,24 Jul 2022,L638805,S115734610,,1
163,675,species,Harlequin Duck,Histrionicus histrionicus,,Cannon Beach,US-OR,24 Jul 2022,L638805,S115734610,,1
164,27661,species,Varied Thrush,Ixoreus naevius,,"National Forest Development Road 662, Florence, Oregon, US (44.149, -123.951)",US-OR,24 Jul 2022,L20318736,S115865391,,1
165,5979,species,Black Turnstone,Arenaria melanocephala,,Point St. George,US-CA,23 Jul 2022,L444689,S115645234,,1
166,5843,species,Semipalmated Plover,Charadrius semipalmatus,,Point St. George,US-CA,23 Jul 2022,L444689,S115645234,,1
167,31662,species,Purple Finch,Haemorhous purpureus,,Redwood NP--Redwood Creek Trail,US-CA,23 Jul 2022,L440108,S115645233,,1
168,27730,species,Swainson's Thrush,Catharus ustulatus,,Redwood NP--Redwood Creek Trail,US-CA,23 Jul 2022,L440108,S115645233,,1
169,16552,species,Pacific-slope Flycatcher,Empidonax difficilis,,Redwood NP--Redwood Creek Trail,US-CA,23 Jul 2022,L440108,S115645233,,1
170,7430,species,Black-crowned Night-Heron,Nycticorax nycticorax,,Arcata Marsh--Arcata Bay from I St.,US-CA,22 Jul 2022,L3551281,S115581497,,1
171,5941,species,Long-billed Curlew,Numenius americanus,,Arcata Marsh--Arcata Bay from I St.,US-CA,22 Jul 2022,L3551281,S115581497,,1
172,33296,species,Orange-crowned Warbler,Leiothlypis celata,,"69800 U.S. 101, Leggett, California, US (39.875, -123.733)",US-CA,22 Jul 2022,L20251380,S115567436,,1
173,24876,species,Wrentit,Chamaea fasciata,,Willow Creek Campground,US-CA,21 Jul 2022,L2988734,S115552229,,1
174,4767,species,Allen's Hummingbird,Selasphorus sasin,,Willow Creek Campground,US-CA,21 Jul 2022,L2988734,S115552229,,1
175,21591,species,Chestnut-backed Chickadee,Poecile rufescens,,Willow Creek Campground,US-CA,20 Jul 2022,L2988734,S115552228,,1
176,20795,species,California Scrub-Jay,Aphelocoma californica,,"16484 Sir Francis Drake Boulevard, Inverness, California, US (38.094, -122.914)",US-CA,20 Jul 2022,L20247262,S115552227,,1
177,1031,species,California Quail,Callipepla californica,,"16484 Sir Francis Drake Boulevard, Inverness, California, US (38.094, -122.914)",US-CA,20 Jul 2022,L20247262,S115552227,,1
178,7153,species,Pelagic Cormorant,Urile pelagicus,,Pt. Reyes--Chimney Rock (DO NOT INCLUDE Fish Docks/Life Boat station area),US-CA,20 Jul 2022,L491638,S115549615,,1
179,7151,species,Brandt's Cormorant,Urile penicillatus,,Pt. Reyes--Chimney Rock (DO NOT INCLUDE Fish Docks/Life Boat station area),US-CA,20 Jul 2022,L491638,S115549615,,1
180,6432,species,Western Gull,Larus occidentalis,,Pt. Reyes--Chimney Rock (DO NOT INCLUDE Fish Docks/Life Boat station area),US-CA,20 Jul 2022,L491638,S115549615,,1
181,6313,species,Pigeon Guillemot,Cepphus columba,,Pt. Reyes--Chimney Rock (DO NOT INCLUDE Fish Docks/Life Boat station area),US-CA,20 Jul 2022,L491638,S115549615,,1
182,676,species,Surf Scoter,Melanitta perspicillata,,Pt. Reyes--Chimney Rock (DO NOT INCLUDE Fish Docks/Life Boat station area),US-CA,20 Jul 2022,L491638,S115549615,,1
183,31953,species,American Goldfinch,Spinus tristis,,Pt. Reyes--Fish Docks (DO NOT INCLUDE Chimney Rock area),US-CA,20 Jul 2022,L453386,S115549667,,1
184,6288,species,Common Murre,Uria aalge,,Pt. Reyes--Fish Docks (DO NOT INCLUDE Chimney Rock area),US-CA,20 Jul 2022,L453386,S115549667,,1
185,5732,species,Black Oystercatcher,Haematopus bachmani,,Pt. Reyes--Fish Docks (DO NOT INCLUDE Chimney Rock area),US-CA,20 Jul 2022,L453386,S115549667,,1
186,33175,species,Brewer's Blackbird,Euphagus cyanocephalus,,Olema Campground,US-CA,19 Jul 2022,L2514800,S115410090,,1
187,7223,species,American White Pelican,Pelecanus erythrorhynchos,,Hwy 37 pullout,US-CA,19 Jul 2022,L3782882,S115410129,,1
188,16543,species,Dusky Flycatcher,Empidonax oberholseri,,Sequoia NF--Montecito Sequoia Lodge,US-CA,19 Jul 2022,L4267289,S115390073,,1
189,32425,species,Fox Sparrow,Passerella iliaca,,Sequoia NF--Montecito Sequoia Lodge,US-CA,18 Jul 2022,L4267289,S115390072,,1
190,26274,species,Golden-crowned Kinglet,Regulus satrapa,,Sequoia NF--Montecito Sequoia Lodge,US-CA,18 Jul 2022,L4267289,S115390072,,1
191,11435,species,Pileated Woodpecker,Dryocopus pileatus,,Sequoia NF--Montecito Sequoia Lodge,US-CA,18 Jul 2022,L4267289,S115390072,,1
192,952,species,Mountain Quail,Oreortyx pictus,,Sequoia NF--Montecito Sequoia Lodge,US-CA,18 Jul 2022,L4267289,S115390072,,1
